sol_id,enemies_beaten,ind_gain
0,8,527.0000000000013
1,6,277.80000000000064
2,7,306.0000000000009
3,5,5.60000000000106
4,6,172.00000000000094
5,6,72.60000000000095
6,6,225.80000000000052
7,4,38.40000000000015
8,6,248.80000000000078
9,5,22.600000000000477
