,score,enemies beaten,enemies beaten list,enemies not beaten list,enemy lives,player lives,times
116,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
117,1.3,1,[7],"[1, 2, 3, 4, 5, 6, 8]","[100, 60.0, 70.0, 100, 80.0, 80.0, 0, 70.0]","[0, 0, 0, 0, 85.60000000000014, 0, 17.80000000000023, 0]","[145, 132, 83, 331, 1000, 276, 197, 451]"
118,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
119,0.175,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[30.0, 100, 100, 90.0, 80.0, 100, 100, 60.0]","[0, 0, 0, 0, 93.40000000000006, 0, 0, 0]","[617, 154, 325, 1445, 1000, 487, 15, 426]"
120,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
121,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 755, 124, 302, 224]"
122,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
123,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
124,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
125,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 220, 440, 102, 315, 205]"
126,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 222, 440, 102, 315, 205]"
127,0.0125,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 90.0, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 482, 102, 318, 205]"
128,0.17500000000000002,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[90.0, 60.0, 80.0, 90.0, 80.0, 90.0, 100, 70.0]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[178, 409, 327, 474, 1000, 306, 15, 383]"
129,0.05,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 100, 90.0, 100, 100, 90.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[308, 329, 339, 217, 533, 105, 342, 210]"
130,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 525, 1365, 1000, 468, 15, 328]"
131,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 92.20000000000007, 0, 0, 0]","[348, 375, 378, 547, 1000, 481, 23, 469]"
132,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 525, 408, 1000, 325, 15, 328]"
133,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 340, 354, 1000, 215, 302, 224]"
134,0.3125,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 50.0, 70.0, 70.0, 80.0, 70.0, 40.0, 70.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[326, 324, 83, 163, 430, 237, 225, 295]"
135,2.55,2,"[2, 5]","[1, 3, 4, 6, 7, 8]","[70.0, 0, 60.0, 70.0, 0, 70.0, 10.0, 80.0]","[0, 70, 0, 0, 64.60000000000034, 0, 0, 0]","[308, 247, 337, 269, 268, 163, 307, 222]"
136,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 340, 354, 1000, 215, 294, 230]"
137,1.4625,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[100, 40.0, 90.0, 70.0, 0, 90.0, 30.0, 10.0]","[0, 0, 0, 0, 28.600000000000257, 0, 0, 0]","[329, 397, 227, 341, 499, 147, 232, 437]"
138,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 340, 354, 1000, 215, 302, 224]"
139,2.3875,2,"[5, 8]","[1, 2, 3, 4, 6, 7]","[50.0, 100, 60.0, 90.0, 0, 90.0, 100, 0]","[0, 0, 0, 0, 79.0000000000002, 0, 0, 60.40000000000033]","[410, 342, 522, 504, 314, 368, 15, 462]"
140,0.05,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 70.0, 100, 100, 100, 100, 90.0, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[320, 536, 339, 503, 440, 104, 495, 224]"
141,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 63.40000000000034, 0, 0, 0]","[308, 320, 337, 354, 1000, 211, 307, 222]"
142,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 181, 311, 198]"
143,0.08750000000000001,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 90.0, 90.0, 60.0, 100, 100, 90.0]","[0, 0, 0, 0, 74.20000000000024, 0, 0, 0]","[357, 316, 522, 465, 1000, 427, 15, 271]"
144,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 34.60000000000027, 0, 0, 0]","[315, 329, 339, 147, 1000, 102, 315, 205]"
145,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[322, 252, 83, 222, 754, 321, 326, 658]"
146,0.2,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[90.0, 90.0, 60.0, 100, 40.0, 80.0, 100, 80.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[483, 196, 460, 480, 935, 476, 15, 391]"
147,0.037500000000000006,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 90.0, 80.0, 100, 100, 100]","[0, 0, 0, 0, 77.80000000000021, 0, 0, 0]","[398, 342, 544, 387, 1000, 446, 15, 545]"
148,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 63.40000000000034, 0, 0, 0]","[308, 320, 337, 349, 1000, 211, 305, 222]"
149,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
150,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
151,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
152,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[321, 164, 83, 259, 913, 261, 381, 484]"
153,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 466, 143, 315, 205]"
154,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 30.40000000000026, 88.00000000000011, 0, 0, 0]","[336, 332, 525, 1500, 1000, 216, 38, 243]"
155,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 340, 354, 1000, 220, 129, 295]"
156,1.375,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[50.0, 70.0, 40.0, 80.0, 0, 90.0, 100, 70.0]","[0, 0, 0, 0, 63.40000000000034, 0, 0, 0]","[695, 407, 766, 584, 774, 345, 15, 463]"
157,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[391, 368, 525, 1365, 1000, 467, 15, 370]"
158,0.025,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 80.0, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 86.20000000000013, 0, 0, 0]","[398, 342, 522, 1405, 1000, 482, 15, 547]"
159,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 53.80000000000032, 0, 0, 0]","[331, 252, 83, 244, 1000, 240, 405, 489]"
160,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 94.60000000000005, 0, 0, 0]","[177, 409, 328, 1446, 1000, 583, 15, 446]"
161,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 63.40000000000034, 0, 0, 0]","[308, 321, 164, 356, 1000, 211, 302, 291]"
162,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 449, 105, 315, 205]"
163,0.05,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 60.0]","[0, 0, 0, 0, 86.20000000000013, 0, 0, 14.200000000000228]","[357, 316, 509, 1405, 1000, 282, 15, 1000]"
164,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 46.0000000000003, 0, 0, 0]","[315, 326, 453, 225, 1000, 123, 303, 240]"
165,0.025,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 100, 100, 100, 100, 100, 90.0]","[0, 0, 0, 0, 56.800000000000324, 0, 0, 0]","[413, 368, 525, 548, 1000, 247, 15, 505]"
166,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 92.20000000000007, 0, 0, 0]","[605, 203, 209, 1413, 1000, 334, 23, 379]"
167,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
168,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
169,0.125,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 70.0, 90.0, 100, 80.0, 90.0, 100, 70.0]","[0, 0, 0, 0, 89.2000000000001, 0, 0, 0]","[308, 409, 328, 503, 1000, 306, 15, 446]"
170,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 338, 215, 440, 102, 315, 205]"
171,0.175,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 50.0, 70.0, 100, 80.0, 80.0, 100, 80.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[331, 188, 170, 266, 625, 182, 15, 364]"
172,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
173,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
174,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 340, 354, 1000, 204, 302, 224]"
175,0.0125,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 34.60000000000027, 0, 0, 0]","[322, 296, 339, 166, 1000, 336, 315, 208]"
176,1.2999999999999998,1,[2],"[1, 3, 4, 5, 6, 7, 8]","[100, 0, 70.0, 90.0, 90.0, 100, 30.0, 80.0]","[0, 60, 0, 0, 58.00000000000033, 0, 0, 0]","[620, 202, 83, 313, 1000, 196, 144, 385]"
177,1.3625,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[90.0, 50.0, 70.0, 70.0, 0, 80.0, 100, 50.0]","[0, 0, 0, 0, 77.80000000000021, 0, 0, 0]","[193, 222, 327, 636, 326, 313, 15, 376]"
178,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 63.40000000000034, 0, 0, 0]","[308, 320, 337, 354, 1000, 211, 307, 222]"
179,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 225]"
180,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 86.20000000000013, 0, 0, 0]","[357, 342, 522, 1405, 1000, 457, 15, 232]"
181,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
182,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 845, 210, 302, 224]"
183,1.4124999999999999,1,[8],"[1, 2, 3, 4, 5, 6, 7]","[90.0, 10.0, 80.0, 90.0, 80.0, 100, 20.0, 0]","[0, 0, 0, 0, 50.80000000000031, 0, 0, 47.2000000000003]","[331, 164, 83, 155, 1000, 245, 398, 250]"
184,1.4125,1,[8],"[1, 2, 3, 4, 5, 6, 7]","[90.0, 10.0, 70.0, 90.0, 90.0, 100, 20.0, 0]","[0, 0, 0, 0, 88.60000000000011, 0, 0, 28.600000000000257]","[321, 164, 83, 248, 1000, 213, 381, 331]"
185,1.4500000000000002,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[100, 50.0, 70.0, 90.0, 0, 70.0, 10.0, 50.0]","[0, 0, 0, 0, 61.600000000000335, 0, 0, 0]","[152, 556, 206, 402, 297, 456, 202, 497]"
186,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 69.40000000000029, 0, 0, 0]","[315, 310, 340, 386, 1000, 215, 358, 240]"
187,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
188,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 483, 105, 310, 223]"
189,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 114, 315, 205]"
190,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[338, 372, 340, 301, 755, 250, 202, 372]"
191,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 216, 781, 150, 302, 224]"
192,0.075,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 100, 90.0, 90.0, 90.0, 90.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[331, 394, 515, 291, 546, 147, 32, 295]"
193,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
194,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
195,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 56.800000000000324, 0, 0, 0]","[413, 368, 525, 444, 1000, 247, 15, 328]"
196,1.3875,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[50.0, 70.0, 30.0, 90.0, 0, 90.0, 90.0, 70.0]","[0, 0, 0, 0, 82.00000000000017, 0, 0, 0]","[398, 342, 528, 485, 332, 312, 44, 318]"
197,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[400, 365, 340, 1365, 1000, 468, 15, 365]"
198,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 86.20000000000013, 0, 0, 0]","[374, 342, 522, 1405, 1000, 489, 15, 323]"
199,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[338, 375, 520, 352, 1000, 482, 30, 345]"
200,0.025,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 80.0, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[401, 368, 331, 391, 1000, 405, 15, 361]"
201,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
202,0.28750000000000003,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[70.0, 90.0, 80.0, 100, 40.0, 70.0, 100, 20.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[294, 307, 83, 430, 559, 119, 15, 559]"
203,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
204,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 215, 665, 107, 314, 201]"
205,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
206,0.05,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 100, 90.0, 100, 100, 90.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 217, 440, 102, 315, 210]"
207,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 53.80000000000032, 0, 0, 0]","[331, 252, 120, 247, 1000, 240, 399, 489]"
208,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 39.40000000000028, 0, 0, 0]","[308, 329, 227, 149, 1000, 174, 313, 208]"
209,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 71.20000000000027, 0, 0, 0]","[117, 219, 83, 687, 1000, 511, 389, 413]"
210,0.0625,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 70.0, 90.0, 100, 100, 100, 90.0, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[325, 329, 338, 159, 507, 117, 268, 225]"
211,2.4250000000000007,2,"[2, 8]","[1, 3, 4, 5, 6, 7]","[90.0, 0, 70.0, 90.0, 90.0, 100, 20.0, 0]","[0, 8, 0, 0, 0, 0, 0, 57.400000000000325]","[321, 176, 83, 248, 755, 213, 397, 253]"
212,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[321, 155, 83, 201, 690, 247, 374, 317]"
213,2.55,2,"[2, 5]","[1, 3, 4, 6, 7, 8]","[70.0, 0, 60.0, 70.0, 0, 70.0, 10.0, 80.0]","[0, 70, 0, 0, 64.60000000000034, 0, 0, 0]","[308, 247, 337, 269, 268, 163, 307, 224]"
214,0.0125,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 90.0, 100]","[0, 0, 0, 0, 40.600000000000286, 0, 0, 0]","[308, 329, 227, 149, 1000, 1432, 313, 208]"
215,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
216,1.3375,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[100, 50.0, 90.0, 70.0, 0, 90.0, 40.0, 90.0]","[0, 0, 0, 0, 22.600000000000243, 0, 0, 0]","[308, 329, 227, 218, 393, 174, 313, 208]"
217,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[352, 373, 511, 354, 1000, 469, 173, 337]"
218,1.3624999999999998,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[100, 40.0, 90.0, 70.0, 0, 90.0, 30.0, 90.0]","[0, 0, 0, 0, 33.40000000000027, 0, 0, 0]","[308, 329, 227, 217, 292, 147, 313, 208]"
219,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
220,1.4125,1,[8],"[1, 2, 3, 4, 5, 6, 7]","[90.0, 10.0, 70.0, 90.0, 90.0, 100, 20.0, 0]","[0, 0, 0, 0, 88.60000000000011, 0, 0, 28.600000000000257]","[321, 164, 83, 248, 1000, 213, 381, 331]"
221,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
222,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 340, 354, 1000, 215, 255, 234]"
223,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[327, 332, 84, 460, 980, 311, 401, 489]"
224,2.4250000000000003,2,"[2, 8]","[1, 3, 4, 5, 6, 7]","[100, 0, 60.0, 90.0, 90.0, 100, 20.0, 0]","[0, 72, 0, 0, 0, 0, 0, 29.80000000000026]","[331, 150, 210, 268, 469, 227, 390, 344]"
225,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 43.00000000000029, 0, 0, 0]","[331, 478, 211, 175, 1000, 356, 329, 489]"
226,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 338, 214, 521, 102, 205, 213]"
227,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 50.80000000000031, 0, 0, 0]","[325, 211, 83, 292, 1000, 269, 400, 490]"
228,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 53.80000000000032, 0, 0, 0]","[325, 320, 339, 147, 1000, 213, 17, 234]"
229,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 755, 124, 302, 231]"
230,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
231,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 40.600000000000286, 0, 0, 0]","[308, 329, 227, 149, 1000, 217, 313, 208]"
