,score,enemies beaten,enemies beaten list,enemies not beaten list,enemy lives,player lives,times
347,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 525, 1365, 1000, 468, 15, 328]"
348,0.05,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 80.0, 90.0, 100, 90.0, 100, 100, 100]","[0, 0, 0, 0, 94.60000000000005, 0, 0, 0]","[308, 409, 83, 545, 1000, 190, 15, 390]"
349,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 40.600000000000286, 0, 0, 0]","[308, 329, 227, 149, 1000, 174, 313, 208]"
350,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 313, 205]"
351,1.35,1,[2],"[1, 3, 4, 5, 6, 7, 8]","[100, 0, 70.0, 90.0, 90.0, 100, 20.0, 50.0]","[0, 28, 0, 0, 0, 0, 0, 0]","[637, 176, 83, 203, 662, 167, 394, 378]"
352,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 5.200000000000234, 83.20000000000016, 0, 0, 0]","[357, 316, 522, 1500, 1000, 271, 15, 367]"
353,2.4125000000000005,2,"[2, 8]","[1, 3, 4, 5, 6, 7]","[100, 0, 70.0, 90.0, 90.0, 100, 20.0, 0]","[0, 28, 0, 0, 0, 0, 0, 29.80000000000026]","[331, 176, 83, 219, 478, 167, 391, 344]"
354,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 97.00000000000003, 0, 0, 0]","[352, 382, 458, 1365, 1000, 229, 15, 215]"
355,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 755, 124, 302, 224]"
356,0.025,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 100, 100, 100, 100, 100, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[325, 381, 456, 349, 690, 227, 17, 266]"
357,2.3625000000000003,2,"[4, 8]","[1, 2, 3, 5, 6, 7]","[100, 90.0, 70.0, 0, 70.0, 80.0, 100, 0]","[0, 0, 0, 47.2000000000003, 0, 0, 0, 55.00000000000032]","[164, 156, 264, 866, 898, 445, 15, 327]"
358,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 137, 315, 205]"
359,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 324, 460, 249, 755, 124, 317, 224]"
360,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 525, 1365, 1000, 468, 15, 328]"
361,0.025,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 90.0, 100, 100, 90.0, 100]","[0, 0, 0, 0, 40.600000000000286, 0, 0, 0]","[308, 329, 227, 165, 1000, 161, 313, 208]"
362,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 91.00000000000009, 0, 0, 0]","[315, 327, 210, 1321, 1000, 225, 50, 297]"
363,0.0125,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 90.0, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 510, 215, 543, 113, 24, 205]"
364,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 39.40000000000028, 0, 0, 0]","[308, 329, 227, 149, 1000, 174, 313, 208]"
365,2.4125000000000005,2,"[2, 8]","[1, 3, 4, 5, 6, 7]","[100, 0, 70.0, 90.0, 90.0, 100, 20.0, 0]","[0, 28, 0, 0, 0, 0, 0, 29.80000000000026]","[331, 176, 83, 156, 572, 167, 399, 344]"
366,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 340, 354, 1000, 207, 302, 224]"
367,3.4625000000000004,3,"[2, 7, 8]","[1, 3, 4, 5, 6]","[100, 0, 70.0, 80.0, 90.0, 90.0, 0, 0]","[0, 30, 0, 0, 0, 0, 32.200000000000266, 65.80000000000032]","[331, 146, 83, 235, 534, 235, 223, 346]"
368,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 231, 755, 194, 168, 251]"
369,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 340, 354, 1000, 215, 302, 224]"
370,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 39.40000000000028, 0, 0, 0]","[308, 329, 227, 149, 1000, 174, 313, 208]"
371,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 69.40000000000029, 0, 0, 0]","[321, 164, 83, 544, 1000, 274, 381, 484]"
372,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 340, 354, 1000, 215, 302, 224]"
373,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 56.800000000000324, 0, 0, 0]","[413, 368, 525, 463, 1000, 288, 15, 328]"
374,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 19.600000000000236, 0, 0, 0]","[146, 170, 83, 448, 1000, 1389, 26, 546]"
375,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 113, 289, 229]"
376,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 86.20000000000013, 0, 0, 7.000000000000233]","[398, 342, 522, 1405, 1000, 486, 15, 1000]"
377,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 861, 145, 311, 216]"
378,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 340, 354, 1000, 215, 302, 224]"
379,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 76.00000000000023, 0, 0, 0]","[315, 320, 340, 613, 1000, 382, 302, 249]"
380,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 86.20000000000013, 0, 0, 0]","[337, 342, 522, 1405, 1000, 457, 15, 229]"
381,0.075,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[70.0, 100, 100, 100, 100, 90.0, 90.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[308, 320, 340, 226, 791, 123, 312, 223]"
382,0.28750000000000003,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 10.0, 90.0, 90.0, 90.0, 90.0, 50.0, 50.0]","[0, 0, 0, 0, 52.00000000000031, 0, 0, 0]","[331, 252, 83, 150, 1000, 239, 399, 489]"
383,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 326, 339, 147, 1000, 177, 304, 216]"
384,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 86.20000000000013, 0, 0, 0]","[398, 342, 522, 1405, 1000, 486, 15, 367]"
385,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 63.40000000000034, 0, 0, 0]","[308, 320, 337, 354, 1000, 211, 307, 222]"
386,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 6.400000000000233, 0, 0, 0]","[385, 362, 533, 390, 1000, 239, 90, 376]"
387,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 108, 315, 205]"
388,2.3625000000000003,2,"[2, 7]","[1, 3, 4, 5, 6, 8]","[100, 0, 70.0, 80.0, 100, 90.0, 0, 70.0]","[0, 52, 0, 0, 0, 0, 42.40000000000029, 0]","[331, 257, 83, 200, 481, 177, 210, 363]"
389,2.4125000000000005,2,"[2, 8]","[1, 3, 4, 5, 6, 7]","[100, 0, 70.0, 90.0, 90.0, 100, 20.0, 0]","[0, 28, 0, 0, 0, 0, 0, 29.80000000000026]","[331, 176, 83, 156, 572, 167, 399, 344]"
390,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 525, 1365, 1000, 468, 15, 328]"
391,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 86.20000000000013, 0, 0, 0]","[398, 342, 522, 1405, 1000, 486, 15, 367]"
392,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 339, 220, 755, 104, 314, 205]"
393,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 53.80000000000032, 0, 0, 0]","[331, 252, 83, 247, 1000, 240, 399, 489]"
394,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
395,0.0625,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 100, 90.0, 90.0, 100, 90.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 216, 425, 102, 318, 205]"
396,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 40.600000000000286, 0, 0, 0]","[308, 329, 227, 149, 1000, 174, 313, 218]"
397,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 1.6000000000002341, 0, 0, 0]","[325, 381, 341, 259, 1000, 102, 17, 190]"
398,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
399,1.25,1,[8],"[1, 2, 3, 4, 5, 6, 7]","[100, 50.0, 90.0, 90.0, 100, 100, 70.0, 0]","[0, 0, 0, 0, 0, 0, 0, 29.80000000000026]","[331, 252, 83, 144, 537, 187, 311, 351]"
400,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 3.4000000000002344, 96.40000000000003, 0, 0, 0]","[365, 468, 283, 1500, 1000, 363, 121, 498]"
401,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[343, 339, 525, 1365, 1000, 417, 15, 236]"
402,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 30.40000000000026, 100, 0, 0, 0]","[339, 324, 522, 1500, 1000, 362, 15, 252]"
403,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 63.40000000000034, 0, 0, 0]","[311, 320, 337, 354, 1000, 211, 310, 223]"
404,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
405,0.037500000000000006,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 90.0, 100, 100, 100, 80.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 194, 440, 122, 310, 234]"
406,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 525, 1365, 1000, 468, 15, 328]"
407,0.025,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 90.0, 100, 90.0, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 207, 520, 102, 315, 221]"
408,1.3875,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[50.0, 70.0, 30.0, 80.0, 0, 90.0, 100, 70.0]","[0, 0, 0, 0, 82.00000000000017, 0, 0, 0]","[398, 342, 522, 485, 332, 345, 15, 355]"
409,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 94.00000000000006, 0, 0, 0]","[413, 371, 526, 1379, 1000, 485, 28, 362]"
410,2.55,2,"[2, 5]","[1, 3, 4, 6, 7, 8]","[70.0, 0, 60.0, 70.0, 0, 70.0, 10.0, 80.0]","[0, 70, 0, 0, 62.20000000000034, 0, 0, 0]","[308, 247, 340, 286, 268, 163, 297, 230]"
411,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 71.80000000000027, 0, 0, 0]","[329, 252, 83, 247, 1000, 246, 393, 483]"
412,0.1125,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 20.0, 100, 90.0, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[308, 329, 227, 149, 877, 171, 313, 208]"
413,2.4125000000000005,2,"[5, 7]","[1, 2, 3, 4, 6, 8]","[100, 50.0, 70.0, 90.0, 0, 70.0, 0, 90.0]","[0, 0, 0, 0, 20.80000000000024, 0, 14.200000000000228, 0]","[311, 324, 221, 173, 298, 204, 210, 253]"
414,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 56.800000000000324, 0, 0, 0]","[413, 368, 525, 242, 1000, 215, 15, 328]"
415,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 40.000000000000284, 0, 0, 0]","[308, 329, 227, 149, 1000, 174, 313, 208]"
416,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
417,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 52.600000000000314, 0, 0, 0]","[308, 295, 462, 397, 1000, 1613, 15, 238]"
418,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
419,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 57.400000000000325, 0, 0, 0]","[391, 368, 530, 238, 1000, 116, 15, 238]"
420,0.05,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 90.0, 90.0, 100, 80.0, 100]","[0, 0, 0, 0, 64.00000000000034, 0, 0, 0]","[308, 322, 337, 200, 1000, 174, 310, 219]"
421,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
422,0.15,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 70.0, 70.0, 100, 80.0, 90.0, 100, 70.0]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[221, 409, 83, 493, 1000, 306, 15, 463]"
423,1.3875,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[50.0, 70.0, 30.0, 80.0, 0, 90.0, 100, 70.0]","[0, 0, 0, 0, 82.00000000000017, 0, 0, 0]","[398, 342, 524, 485, 332, 328, 15, 398]"
424,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 19.000000000000234, 0, 0, 0]","[315, 327, 339, 180, 1000, 121, 57, 225]"
425,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 86.20000000000013, 0, 0, 0]","[398, 342, 522, 1405, 1000, 486, 15, 367]"
426,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 525, 1365, 1000, 480, 15, 352]"
427,0.275,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 40.0, 90.0, 80.0, 70.0, 90.0, 20.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[311, 329, 227, 292, 560, 147, 487, 239]"
428,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 41.20000000000029, 0, 0, 0]","[311, 329, 339, 147, 1000, 137, 488, 229]"
429,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 224, 755, 124, 302, 224]"
430,0.3,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 40.0, 90.0, 70.0, 60.0, 90.0, 20.0, 90.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[308, 329, 227, 217, 387, 142, 307, 215]"
431,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 320, 340, 309, 755, 215, 219, 225]"
432,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 40.600000000000286, 0, 0, 0]","[315, 317, 339, 353, 1000, 130, 200, 227]"
433,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 53.80000000000032, 0, 0, 0]","[331, 252, 83, 247, 1000, 240, 399, 489]"
434,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 339, 354, 1000, 215, 306, 224]"
435,0.2375,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[90.0, 30.0, 90.0, 80.0, 80.0, 100, 40.0, 100]","[0, 0, 0, 0, 59.80000000000033, 0, 0, 0]","[308, 320, 337, 216, 1000, 132, 307, 207]"
436,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 77.20000000000022, 0, 0, 14.800000000000228]","[662, 373, 524, 1405, 1000, 605, 15, 1000]"
437,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 459, 112, 315, 205]"
438,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 92.20000000000007, 0, 0, 0]","[401, 368, 525, 1270, 1000, 468, 60, 377]"
439,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 56.800000000000324, 0, 0, 0]","[372, 364, 525, 352, 1000, 247, 15, 229]"
440,0.025,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 90.0, 100, 100, 90.0, 100]","[0, 0, 0, 0, 58.60000000000033, 0, 0, 0]","[308, 320, 337, 195, 1000, 211, 313, 223]"
441,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 40.600000000000286, 0, 0, 0]","[308, 329, 227, 149, 1000, 174, 313, 208]"
442,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 58.00000000000033, 0, 0, 0]","[391, 329, 526, 267, 1000, 131, 15, 370]"
443,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[413, 368, 525, 1365, 1000, 468, 15, 328]"
444,1.4124999999999999,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[60.0, 40.0, 30.0, 70.0, 0, 90.0, 100, 80.0]","[0, 0, 0, 0, 82.00000000000017, 0, 0, 0]","[340, 392, 522, 294, 332, 140, 17, 183]"
445,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 58.00000000000033, 0, 0, 0]","[351, 336, 461, 385, 1000, 183, 15, 300]"
446,0.125,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 70.0, 90.0, 100, 80.0, 90.0, 100, 70.0]","[0, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[308, 215, 378, 496, 1000, 243, 15, 446]"
447,1.3624999999999998,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[100, 40.0, 90.0, 70.0, 0, 90.0, 30.0, 90.0]","[0, 0, 0, 0, 37.00000000000028, 0, 0, 0]","[308, 329, 227, 217, 298, 153, 313, 208]"
448,1.3624999999999998,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[100, 40.0, 90.0, 70.0, 0, 90.0, 30.0, 90.0]","[0, 0, 0, 0, 33.40000000000027, 0, 0, 0]","[313, 605, 227, 245, 292, 147, 313, 232]"
449,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[24, 0, 0, 0, 90.40000000000009, 0, 0, 0]","[1000, 366, 525, 1346, 1000, 468, 15, 969]"
450,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 82.00000000000017, 0, 0, 0]","[306, 364, 325, 603, 1000, 467, 15, 782]"
451,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 39.40000000000028, 0, 0, 0]","[308, 321, 227, 149, 1000, 174, 313, 208]"
452,0.275,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[90.0, 50.0, 60.0, 80.0, 70.0, 50.0, 100, 80.0]","[0, 0, 0, 0, 0, 0, 0, 0]","[365, 331, 525, 200, 429, 263, 15, 231]"
453,1.3624999999999998,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[100, 40.0, 90.0, 70.0, 0, 90.0, 30.0, 90.0]","[0, 0, 0, 0, 33.40000000000027, 0, 0, 0]","[308, 329, 227, 217, 292, 147, 313, 208]"
454,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 338, 147, 1000, 216, 304, 224]"
455,1.4000000000000001,1,[5],"[1, 2, 3, 4, 6, 7, 8]","[50.0, 70.0, 20.0, 80.0, 0, 90.0, 100, 70.0]","[0, 0, 0, 0, 82.00000000000017, 0, 0, 0]","[398, 342, 525, 485, 332, 568, 15, 367]"
456,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 40.600000000000286, 0, 0, 0]","[308, 329, 227, 149, 1000, 174, 311, 202]"
457,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 70.00000000000028, 0, 0, 0]","[315, 320, 340, 354, 1000, 215, 302, 223]"
458,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 0, 0, 0, 0]","[315, 329, 339, 215, 440, 102, 315, 205]"
459,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 0, 54.40000000000032, 0, 0, 0]","[315, 329, 339, 147, 1000, 177, 315, 205]"
460,0.0,0,[],"[1, 2, 3, 4, 5, 6, 7, 8]","[100, 100, 100, 100, 100, 100, 100, 100]","[0, 0, 0, 70.00000000000028, 90.40000000000009, 0, 0, 0]","[402, 368, 525, 1500, 1000, 468, 15, 384]"
461,2.4125000000000005,2,"[2, 8]","[1, 3, 4, 5, 6, 7]","[100, 0, 70.0, 90.0, 90.0, 100, 20.0, 0]","[0, 28, 0, 0, 0, 0, 0, 29.80000000000026]","[331, 176, 85, 156, 572, 167, 399, 344]"
