n_iter,n_gens,ind_id,mean_obj,obj_1,obj_2,obj_3
0,0,0,1.0307549070059545,1e-05,3.092244721017863,1e-05
0,0,1,18.728166480678578,1e-05,53.09224472101786,3.092244721017863
0,0,2,1e-05,1e-05,1e-05,1e-05
0,0,3,34.4440867412744,1e-05,103.33224022382318,1e-05
0,0,4,1e-05,1e-05,1e-05,1e-05
0,0,5,1e-05,1e-05,1e-05,1e-05
0,0,6,8.728166480678576,1e-05,23.092244721017863,3.092244721017863
0,0,7,50.14433298989911,23.092244721017863,104.24850952766161,23.092244721017863
0,0,8,34.4440867412744,1e-05,103.33224022382318,1e-05
0,0,9,28.728166480678578,3.092244721017863,83.09224472101786,1e-05
0,0,10,1e-05,1e-05,1e-05,1e-05
0,0,11,12.06149981401191,1e-05,33.09224472101786,3.092244721017863
0,0,12,21.030754907005957,1e-05,63.09224472101786,1e-05
0,0,13,18.728166480678578,1e-05,53.09224472101786,3.092244721017863
0,0,14,49.32547185468104,13.092244721017863,101.79192612200738,33.09224472101786
0,0,15,11.030754907005957,1e-05,33.09224472101786,1e-05
0,0,16,1e-05,1e-05,1e-05,1e-05
0,0,17,36.4255780543512,3.092244721017863,53.09224472101786,53.09224472101786
0,0,18,1e-05,1e-05,1e-05,1e-05
0,0,19,40.14433298989911,3.092244721017863,104.24850952766161,13.092244721017863
0,1,0,1.0307549070059545,1e-05,3.0922447210178636,1e-05
0,1,1,18.728166480678578,1e-05,53.09224472101786,3.0922447210178636
0,1,2,1e-05,1e-05,1e-05,1e-05
0,1,3,34.44408674127439,1e-05,103.33224022382316,1e-05
0,1,4,1e-05,1e-05,1e-05,1e-05
0,1,5,1e-05,1e-05,1e-05,1e-05
0,1,6,8.728166480678576,1e-05,23.092244721017863,3.0922447210178636
0,1,7,50.14433298989911,23.092244721017863,104.2485095276616,23.092244721017863
0,1,8,34.44408674127439,1e-05,103.33224022382316,1e-05
0,1,9,28.728166480678578,3.0922447210178636,83.09224472101786,1e-05
0,1,10,1e-05,1e-05,1e-05,1e-05
0,1,11,12.06149981401191,1e-05,33.09224472101786,3.0922447210178636
0,1,12,21.03075490700596,1e-05,63.09224472101787,1e-05
0,1,13,18.728166480678578,1e-05,53.09224472101786,3.0922447210178636
0,1,14,49.32547185468104,13.092244721017863,101.79192612200738,33.09224472101786
0,1,15,11.030754907005957,1e-05,33.09224472101786,1e-05
0,1,16,1e-05,1e-05,1e-05,1e-05
0,1,17,36.4255780543512,3.0922447210178636,53.09224472101786,53.09224472101786
0,1,18,1e-05,1e-05,1e-05,1e-05
0,1,19,40.144332989899105,3.0922447210178636,104.2485095276616,13.092244721017863
0,2,0,1e-05,1e-05,1e-05,1e-05
0,2,1,18.728166480678578,1e-05,53.09224472101786,3.0922447210178636
0,2,2,32.06149981401191,1e-05,73.09224472101786,23.092244721017863
0,2,3,27.697421573672624,1e-05,83.09224472101786,1e-05
0,2,4,34.41938499960678,1e-05,103.25813499882032,1e-05
0,2,5,1e-05,1e-05,1e-05,1e-05
0,2,6,50.14433298989911,23.092244721017863,104.2485095276616,23.092244721017863
0,2,7,1e-05,1e-05,1e-05,1e-05
0,2,8,53.17224322195296,23.092244721017863,103.33224022382316,33.09224472101786
0,2,9,17.697421573672624,1e-05,53.09224472101786,1e-05
0,2,10,50.14433298989911,23.092244721017863,104.2485095276616,23.092244721017863
0,2,11,36.589345385961266,3.0922447210178636,103.58354671584807,3.0922447210178636
0,2,12,14.36408824033929,1e-05,43.09224472101786,1e-05
0,2,13,18.728166480678578,1e-05,53.09224472101786,3.0922447210178636
0,2,14,50.14433298989911,23.092244721017863,104.2485095276616,23.092244721017863
